smiles,solvent,abs
CN(C)c1ccc(C2=CSC3=NC(=C4C=CC(=[N+](C)C)C=C4)O[B-](F)(F)N23)cc1,ClCCl,411.0
Cc1ccc(C2=c3cc4c(n3[B-](F)(F)n3c2cc2c5ccccc5oc23)=[O+]c2ccccc2-4)cc1,CN(C)C=O,581.0
CCSC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCCC,494.0
CN1C(=CC=C2CC(c3ccccc3)(c3ccccc3)CC(C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C2Cl)C(C)(C)c2ccccc21,CN(C)C=O,839.0
CCN(CC)C1C=c2[o+]c(C(C)(C)C)cc(/C=C/C=C/C=C3\N(CCCS(=O)(=O)O)c4ccc(S(=O)(=O)[O-])cc4C3(C)CCCC(=O)[O-])c2=CC1,CCO,736.0
CN(C)c1ccc(/C=C/c2ccccn2)cc1,CCOCC,350.0
CCN1C(=CC=CC=Cc2[o+]c3ccccc3n2CC)Oc2ccccc21,CCO,582.0
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)cc3)cc2)cc1,ClC(Cl)Cl,338.0
COc1c(SC#N)cc2n1[B-](F)(F)N1C(=[O+]C)C=CC1=C2c1ccccc1,CO,497.0
F[B-]1(F)C2=C(C=c3c4cccc5cccc(c54)n31)c1cccc3ccc[n+]2c13,CS(C)=O,622.0
c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)s3)[nH]c2-c2ccccc2)cc1,C1CCOC1,386.0
Cc1ccc(C2(c3ccc(C)cc3)c3cccc4c3N3c5c2cccc5C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc(c23)C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,ClC(Cl)Cl,488.0
Cc1occc1C(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(C)=O,426.0
Cn1nc(-c2ccccc2)c2cc3c(F)c(F)c(F)c(F)c3nc21,Cc1ccccc1,401.0
CN1C(=CC=CC2=[N+](C)c3ccccc3C2(C)C)Sc2ccccc21,CS(C)=O,549.0
CC1=C2C=CC(C#Cc3ccc(C(C)(C)C)cc3)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CO,517.0
Cc1ccc(C2=C3C=CC(c4ccc(C=O)cc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccc(C=O)cc2)cc1,CO,557.0
COc1ccc(C#Cc2ccc(-c3nn[nH]n3)cc2)cc1OC,CS(C)=O,318.0
CCCCCCOc1ccc(N(c2ccc(C#Cc3ccc(C#Cc4ccc(/C=C(\C#N)C(=O)O)cc4)cc3)cc2)c2ccc(OCCCCCC)cc2)cc1,ClCCl,420.0
Cc1ccc(-c2cc(-c3ccccc3)c3c(=N)[nH]c(N4CCCC4)c(C#N)c3n2)cc1,CO,414.0
CCCCOC(=O)/C=C/c1cc(C(=O)OC)c2c3ccccc3ccn12,ClCCl,381.0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CN(C)C=O,495.0
CC1(C)CCc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)CC2)O1,C1CCCCC1,431.0
CCN(CC)c1ccc(-c2cc(-c3ccc(OC)cc3)n3c2N=c2c(-c4ccc(N(CC)CC)cc4)cc(=C4C=CC(=[O+]C)C=C4)n2[B-]3(F)F)cc1,CS(C)=O,818.0
Cc1ccc(C2=c3ccc(=CC(Br)=[Br+])n3[B-](F)(F)n3cccc32)cc1,ClCCl,538.5
CC1(C)CCN2CCC(C)(C)c3c2c1cc1cc(-c2ccc(-c4ccc(C(=O)O)cc4)cc2)c(=O)oc31,CC#N,420.0
COC(=O)C(C(=O)OC)C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CC(C)=O,509.5
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,CC(C)O,426.0
CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(/C=C/C=C4/N(C)c5ccccc5C4(C)C)n3[B-](F)(F)[N+]2=C1/C=C/C=C1/N(C)c2ccccc2C1(C)C,ClCCl,862.0
COc1ccc2[nH]c3c(c2c1)=CC1=C(c2c(C)cc(C)cc2C)c2cc4c5cc(OC)ccc5[nH]c4n2[B-](F)(F)[N+]=31,ClCCl,568.0
Cc1c(C(=O)c2ccc3ccc4cccc5ccc2c3c45)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,391.0
CCCCCCCCCCCCCCCC[N+](CCCCCCCCCCCCCCCC)=C1C=CC(=CC=C2C=CN(Cc3cc(CN4C=CC(=CC=C5C=CC(=[N+](CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C5)C=C4)cc(CN4C=CC(=CC=C5C=CC(=[N+](CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C5)C=C4)c3)C=C2)C=C1,CCCCCC,481.0
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3sc(/C=C(/C#N)C(=O)O)c4c3OC[C@@]3(CO4)COc4c(/C=C(\C#N)C(=O)O)sc(-c5ccc(N(c6ccc(OC)cc6)c6ccc(OC)cc6)cc5)c4OC3)cc2)cc1,CS(C)=O,437.0
CC1=CC(C)N2C1=C(c1ccc(Nc3nc(Nc4ccc(C5=C6C(C)=CC(C)N6[B-](F)(F)[N+]6=C5C(C)=CC6C)cc4)nc(Nc4ccc(-c5c6nc(c(-c7cc(C)c(C)cc7C)c7ccc([nH]7)c(-c7ccc(C(=O)O)cc7)c7nc(c(-c8c(C)cc(C)cc8C)c8ccc5[nH]8)C=C7)C=C6)cc4)n3)cc1)C1=[N+](C(C)C=C1C)[B-]2(F)F,C1CCOC1,420.0
CCCCC(CC)CN1c2ccc(/C=C\C3=C/C(=C4\C(=O)c5ccccc5C4=C(C#N)C#N)C=C(/C=C/c4ccc5c(c4)Sc4cc(/C=C\C(=O)O)ccc4N5CC(CC)CCCC)O3)cc2Sc2cc(/C=C/C(=O)O)ccc21,CN(C)C=O,581.0
CCN(CC)c1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,CCCCOCCCC,381.0
COc1ccc(C(O)=NC(C)(C)C)c2c1ccc1c3ccccc3c3ccccc3c12,ClCCl,334.0
CCCCCC[Si]1(CCCCCC)c2cc(/C=C(\C#N)C(=O)O)sc2-c2sc(-c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)cc21,CCO,481.0
COc1ccc(-c2cnc(-c3ccccc3)o2)cc1OC,ClCCl,322.0
Nc1cccc2ncccc12,O,333.0
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc(O)cc1N(CC)CC)CCC3,CO,699.0
Cc1cc(/C=C/c2ccccc2OC(F)F)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,554.0
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)N=C(O)OC(C)(C)C,CCCCCC,383.0
COc1cc(OC)c2c(c1)c1cc3oc(=O)cc(C)c3cc1c1cc(OC)cc(OC)c12,ClC(Cl)Cl,390.0
CCCCCCOc1cc(/C=C/c2cc3ccc2CCc2ccc(c(/C=C/c4cc(OCCCCCC)c(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4OCCCCCC)c2)CC3)c(OCCCCCC)cc1C=C(C#N)C(=O)O,C1CCOC1,419.0
CCCCCCCCC(CCCCCCCC)n1c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)sc2c2sc(-c3ccc(/C=C(\C#N)C(=O)O)s3)cc21,C1CCOC1,557.0
Oc1ccccc1-c1sc(-c2ccc(Cl)cc2)nc1O,C1COCCO1,365.0
c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)cc3)[nH]c2-c2ccccc2)cc1,CCOCC,359.0
CC(C)[Si]1(C(C)C)c2cc(N(C)C)ccc2-c2ccc(C(F)(F)F)cc21,C1CCCCC1,331.0
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,515.0
O=C(O)CN1C(=O)/C(=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(/C=C6/SC(=S)N(CC(=O)O)C6=O)s5)cc4)cc3)s2)SC1=S,CCO,510.0
CC1=C2C=CC(C#Cc3ccccc3)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,ClC(Cl)Cl,539.0
Cc1c(C(=O)C=Cc2ccc(OCCCN3CCN(C)CC3)cc2)nnn1-c1ccnc2cc(Cl)ccc12,CO,236.0
O=C(O)c1ccccc1C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCO,496.0
Cc1ccc(C2=C3C=CC(=[O+]c4ccccc4Br)N3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CC#N,544.0
Nc1cc2ccc3cccc4ccc(c1)c2c34,CC#N,338.0
CC1=C2C=CC=[N+]2[B-](F)(F)n2c(NCc3ccccc3)ccc21,C1CCOC1,488.0
CC(C)(c1ccc(OCc2c3ccccc3cc3ccccc23)cc1)c1ccc(OCc2c3ccccc3cc3ccccc23)cc1,ClC(Cl)Cl,355.0
CCCCn1c2ccccc2c2cc(-c3cc(=C4C=CC=[S+]4)n4c3=Nc3c(-c5ccc6c7ccccc7n(CCCC)c6c5)cc(-c5cccs5)n3[B-]4(F)F)ccc21,Cc1ccccc1,750.0
N#Cc1ccc2cc(C#Cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c4ncnc(N)c34)ccc2c1,CCOC(C)=O,345.0
CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,346.0
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,Cc1ccccc1,405.0
COc1ccc(-n2c(N=Nc3ncc(C=O)s3)ccc2-c2cccs2)cc1,C1COCCO1,565.0
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,ClC(Cl)Cl,464.0
O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)c3cccc1c23,C1CCOC1,455.0
Oc1ccc(OC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,OC(F)(F)CF,448.5
Cc1cc(C)c(C2=c3cc4c(n3[B-](F)(F)n3c2cc2c5cc(C(C)(C)C)ccc5oc23)=[O+]c2ccc(C(C)(C)C)cc2-4)c(C)c1,C1CCOC1,590.0
COC(=O)c1ccc(C#Cc2ccccc2)cc1,C1CCCCC1,317.0
CCCCCCc1ccc2c(/C=N/c3cc(/N=C/c4c(O)ccc5cc(CCCCCC)ccc45)cc(/N=C/c4c(O)ccc5cc(CCCCCC)ccc45)c3)c(O)ccc2c1,C1CCOC1,477.0
CCCCCCOc1ccc(-c2cc3cc(-c4ccc(/C=C(\C#N)C(=O)O)o4)cc4c3n2-c2ccccc2S4)cc1,ClCCl,418.0
C[Si](C)(C)C#Cc1ccc(C#C[Si](C)(C)C)c2ccccc12,C1CCCCC1,347.0
CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,CCO,418.0
CC(=O)N(C)c1ncnc2cc(-c3ccc(N(C)C)cc3)n3nc(-c4ccc(N(C)C)cc4)cc3c12,ClCCl,404.0
COC(=O)C1=C2C(C)=CC(/C=C/c3ccccc3)=[N+]2[B-](F)(F)n2c(/C=C/c3ccccc3)cc(C)c21,CS(C)=O,657.0
CC1=CC(C)=[N+]2C1=C(c1ccncc1)c1c(C)c(SC#N)c(C)n1[B-]2(F)F,C1CCOC1,498.0
CC(C)(C)NC(=O)c1ccc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c2ccc3c4ccc(F)cc4c4cc(F)ccc4c3c12,ClCCl,331.0
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CCCCCCC,357.0
CCn1c2ccccc2c2cc(/C=C/C3=C(Sc4ccccc4)C(=C(C#N)C#N)OC3(C)C)ccc21,CC(C)=O,458.0
N#Cc1nnn(-c2ccnc3cc(Cl)ccc23)c1N,CCOC(C)=O,364.0
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,C1COCCO1,356.0
O=C1C=CC=C2C1=Cc1ccccc12,CCO,553.0
C=Cc1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,CC#N,350.0
CC1=C(C)c2cccc3c2c(cc2nc4ccccc4nc23)O1,ClCCl,497.0
C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)ccc4ccc1c2c43,CCCCCC,350.0
CCC1=C(C)C2=C(CN(C)C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,533.0
CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)ccc(c34)C2=O)c1,CO,447.0
COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1ccc2ccccc2c1-3,C1CCCCC1,391.0
Fc1c(F)c(-n2c3ccccc3c3ccccc32)c(F)c(F)c1/C=C/c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,367.0
Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,CCCCCCO,642.0
OC(=N/N=C/c1ccccc1O)c1cccc2ccccc12,CC(C)=O,343.0
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,ClCCl,313.0
COc1ccc2nn(C)c(-c3ccc(C)o3)c2c1,CC#N,340.0
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)-c1ccc(O)cc1C3,CCO,567.0
c1ccc2c(c1)nc1c3sccc3c3ccccc3n21,CC#N,341.0
COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,CN(C)C=O,352.0
N#C/C(=C\c1ccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4ccc5ccc6cccc7ccc4c5c67)cc3)cc2)c2ccc3ccc4cccc5ccc2c3c45)cc1)C(=O)O,ClCCl,409.0
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5c4c4ccccc4n5-c4ccccc4)cc3)n2)cc1,Cc1ccccc1,398.0
C[O+]=C1C=CC2=c3c(c(-c4ccccc4)c4n3[B-](F)(F)n3c(-c5ccccc5)cc(-c5ccccc5)c3N=4)CCC2=C1,ClC(Cl)Cl,688.0
Cc1cc(C)n2c1C(=C1C=CC(=[O+]CCN3CCCCC3)C=C1)c1c(C)cc(C)n1[B-]2(F)F,CCO,500.0
CCCC[N+]1=CC(=c2ccc(=C3c4c(C)c(CC)c(C)n4[B-](F)(F)n4c(C)c(CC)c(C)c43)cc2)N=N1,CC(C)=O,522.5
Cc1cc2c(o1)c(C)cc1ccc(=O)oc12,CCO,305.0
CCOC1CCN2c3c1cc(-c1ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s1)cc3C(OCC)CC2C(C)C,CCO,462.0
c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,CO,323.0
O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,495.0
O=[N+]([O-])c1ccc(C2=[N+]3C(=C(c4c(Cl)cccc4Cl)c4ccc(-c5ccc([N+](=O)[O-])cc5)n4[B-]3(F)F)C=C2)cc1,Cc1ccccc1,579.0
Cc1ccc(-c2cc(-c3ccc(N(C)C)cc3)c3c(=N)[nH]c(N4CCCC4)c(C#N)c3n2)cc1,ClCCl,414.0
C[O+]=C1C=CC(=C2c3cc4c5cc6c(cc5oc4n3[B-](F)(F)n3c2cc2c4cc5c(cc4oc23)CC[C@@H]2[C@@H]5CC[C@]3(C)C(=O)CC[C@@H]23)CC[C@@H]2[C@@H]6CC[C@]3(C)C(=O)CC[C@@H]23)C=C1,CCOC(C)=O,597.0
O=C1c2ccccc2NCN1Cc1ccccc1,CO,340.0
O=C(O)c1cccc2c(=O)c3ccccc3[nH]c12,O,413.0
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CCO,383.0
Nc1ccc2c(c1)Cc1ccccc1-2,CCOCC,318.0
N#Cc1nc(N(Cc2ccc(Cl)cc2)Cc2ccc(Cl)cc2)c(C#N)nc1N(Cc1ccc(Cl)cc1)Cc1ccc(Cl)cc1,ClC(Cl)Cl,485.0
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C#Cc3ccc4c(c3)Cc3cc(C#Cc5ccc6c(c5)C(CCCCCCCC)(CCCCCCCC)c5ccccc5-6)ccc3-4)cc21,C1CCOC1,372.0
CN(C)c1ccc2c(c1)Cc1ccccc1-2,CCOCC,305.0
c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,CO,319.0
C[NH+]1C=CC(=CC=c2ccc3c(c2)C=CC(=O)C=3)C=C1,CCCCCCCCO,426.0
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)N=C(O)OC(C)(C)C,OCCO,339.0
Cc1ccc(N(c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2)c2cc(C)c3c(c2)CN2CN3Cc3cc(N(c4ccc(/C=C5\SC(=S)N(CC(=O)O)C5=O)cc4)c4ccc(C)c(C)c4)cc(C)c32)cc1C,CS(C)=O,475.0
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CN(C)C=O,362.0
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Cl)cc2)cc1,CC(C)O,357.0
c1ccc(-c2c3ccccc3cc3ccccc23)cc1,C1CCOC1,386.0
CCCCN1C(=O)c2cc(Br)c3c4c(Br)c(Br)c5c6c(cc(Br)c(c7c(Br)c(Br)c(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O,ClC(Cl)Cl,534.0
Cc1ccc(/C(C#N)=C/c2cc(/C=C(\C#N)c3ccc(C)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,Cc1ccccc1,391.0
C[O+]=C1C=CC(=C2c3ccc(N4CCC4)cc3[Si](C)(C)c3cc(N4CCC4)ccc32)C(C)=C1,O,649.0
Fc1ccccc1N1c2c(sc3ccccc23)Sc2sc3ccccc3c21,ClCCl,353.0
F[B-]1(F)n2cccc2C(NCc2ccccc2)=C2C=CC=[N+]21,CCCCCO,407.0
F[B-]1(F)n2c(/C=C/c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)ccc2C(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)=C2C=CC(/C=C/c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)=[N+]21,C1CCOC1,666.0
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,CCCCCC,380.0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,OCCO,343.0
Clc1ccc(/C=C/c2ccc(-c3nc4c5cccnc5c5ncccc5c4[nH]3)cc2)cc1,ClCCl,377.0
CC1=CC(C)=[N+]2C1=C(c1c(C)c3n(c1C)[B-](F)(F)[N+]1=C(C)C=C(C)C1=C3C)c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,516.0
N#C/C(=C\c1cccc(N(c2ccccc2)c2ccc3ccc4cccc5ccc2c3c45)c1)C(=O)O,CO,376.0
CN=c1nc2c(c[nH]1)nc(C(=O)OC)n2Cc1ccccc1,C1COCCO1,345.0
Cc1ccc(-c2cnc3nn4ccccc4c3c2)cc1,C1CCOC1,386.0
CN(CCO)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,OCC(O)CO,509.0
CC(C)(C)c1ccc(C2=[N+]3C(=CN4N(C=C5c6ccccc6C(c6ccc(C(C)(C)C)cc6)=[N+]5[B-]4(F)F)[B-]3(F)F)c3ccccc32)cc1,CCCCCC,568.0
F[B-]1(F)n2c(c(Br)c(Br)c2-c2ccc[nH]2)C(c2ccccc2)=C2C(Br)=C(Br)C(c3ccc[nH]3)=[N+]21,CO,684.0
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=C(C#N)C(=O)O)ccc21,ClC(Cl)Cl,439.0
Oc1ccccc1/C=N/C1CCCCC1/N=C/c1ccccc1O,CC#N,400.0
N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CC(C)=O,481.0
CCCCCCc1cc(-c2ccc3c(c2)Sc2cc(/C=C(/C#N)C(=O)O)ccc2N3CCCCCC)sc1C1=CN2C(=C(C#N)c3cccc[n+]3[B-]2(F)F)C=C1,C1CCOC1,465.0
N=c1nc(NN=C(O)c2cc3c(ccc4ccccc43)oc2=O)c(/N=N/c2ccc(Br)cc2)c(N)[nH]1,CO,379.0
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CC#N,390.0
CN1C(=O)C(=CC=C2C=C(c3ccccc3)C=C(c3ccccc3)O2)C(=O)N(C)C1=O,ClCCl,561.0
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC=[N+]21,CC(C)=O,491.0
C[Si]1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CO,452.0
CCCCCCCCN1[C](C=c2c(=O)c(=c3ccc(=c4ccc(=C5C=CC(=[N+](c6ccc7c(c6)C(C)(C)c6ccccc6-7)c6ccc7c(c6)C(C)(C)c6ccccc6-7)C=C5)s4)n3C)c2=O)C(C)(C)c2cc(C(=O)O)ccc21,C1CCOC1,669.0
Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cc([Si](C)(C)[Si](C)(C)C)cc32)c(C)c1,C1CCOC1,515.0
CC1=C(Cl)C(C)=[N+]2C1=C(CCl)c1c(C)c(Cl)c(C)n1[B-]2(F)F,CO,549.0
CCCCCCn1c2ccccc2c2cc(-c3ccc(/C=C4\SC(=S)N(CC(=O)O)C4=O)cc3)ccc21,ClC(Cl)Cl,438.0
CCCCCC[n+]1c(C=C2C(=O)C(C=C3N(C)c4ccccc4C3(C)C)=C2C(=C=[N-])C#N)sc2cc(I)ccc21,CS(C)=O,688.0
N#C/C(=C\c1ccc(-c2ccc(N(c3ccc(/C=C/c4cccs4)cc3)c3ccc(/C=C/c4cccs4)cc3)cc2)o1)C(=O)O,ClCCl,476.0
OC1=NC(c2ccccc2)=N/C1=C\c1ccccc1,C1COCCO1,384.0
Cc1ccc(-c2cc(-c3ccccc3Cl)c3c(=N)[nH]c(N4CCCC4)c(C#N)c3n2)cc1,CC(C)O,414.0
C=C(c1ccccc1)c1nn(-c2ccccc2)nc1-c1ccccc1,CO,296.0
CC1=CC(C)=[N+]2C1=C(C)c1c(C)c(Cl)c(C)n1[B-]2(F)F,CC#N,501.0
O=C([O-])c1ccc(C2=C(C=Cc3[se]c4ccccc4[n+]3CCCCS(=O)(=O)O)CCCC2=CC=C2[Se]c3ccccc3N2CCCCS(=O)(=O)[O-])cc1,CO,800.0
Cc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(C)ccc1N2c1ccc2c(c1)Oc1ccccc1P2(=S)c1ccccc1,Cc1ccccc1,311.0
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(N4c5ccccc5C5(c6ccccc64)c4ccccc4C4(c6ccccc6-c6ccccc64)c4ccccc45)cc3)n2)cc1,Cc1ccccc1,392.0
CC1(C)c2ccccc2N(c2ccccc2)c2ccc(C(=O)c3ccc4c(c3)C(C)(C)c3ccccc3N4c3ccccc3)cc21,Cc1ccccc1,372.0
CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc([N+](=O)[O-])cc6)s5)ccc(c34)C2=O)c1,CO,393.0
CCCCN1C(=O)C(=C/C=C/C=C/C=C2N(CCCC)c3ccccc3N2CCCC)C(=O)N(CCCC)C1=S,CC#N,540.0
CC1CC=C(c2ccc(-c3ccc(C#N)s3)s2)CC1,C1CCOC1,357.0
COC(=O)CCC1=C(C)C(C#Cc2cccs2)=[N+]2C1=Cc1c(CCC(=O)OC)c(C)c(C#Cc3cccs3)n1[B-]2(F)F,CS(C)=O,671.0
CCn1c2ccccc2c2cc(N(c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)s6)s5)ccc3-4)ccc21,C1CCOC1,473.0
CCCCCCOc1ccc(-c2c3c4cc(-c5ccc(-c6ccc(C#Cc7ccc(C(=O)O)cc7)c7nsnc67)s5)ccc4n(CCCCCC)c3c(-c3ccc(OCCCCCC)c(OCCCCCC)c3)c3c4ccccc4n(CCCCCC)c23)cc1OCCCCCC,ClCCl,528.0
O=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)[C@H]1[C@H](c2ccc(F)cc2)C[C@](O)(c2ccccn2)C[C@]1(O)c1ccccn1,C1CCOC1,370.0
CCN1C(=CC2=C(O)C(=CC3=[N+](CC)c4ccc(C(=O)[O-])cc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CCO,636.0
COC(=O)C1=C(C)NC2=C(C(=O)C(C)(C)CC2)C1c1ccccc1Cl,CO,367.0
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,O,331.0
F[B-]1(F)n2c(cc3c2=[O+]c2ccccc2-3)=C(c2ccccc2)c2cc3c4ccccc4oc3n21,CO,579.0
N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)o1,CCO,421.0
Cc1ccc(N2c3ccc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)cc5)c5nsnc45)cc3[C@@H]3CCC[C@@H]32)cc1,ClCCl,496.0
C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,CCCCO,342.0
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CC#N,366.0
CCOC(=O)C1=CSC2=NC(=C3C=CC(=[N+](C)C)C=C3)O[B-](F)(F)N12,CC#N,405.0
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,ClCCl,371.0
COc1cc(OC)c2c3c([nH]c2c1)C(=O)CCC3,CN(C)C=O,317.0
COc1ccc(C2=C(c3ccc(OC)cc3)c3ccccc3B3C2=Cc2ccc(C)cc2N3Cc2ccccc2)cc1,ClCCl,396.0
